form	lemma	morph	POS		
reprit	reprendre		
il	il		
aussi	aussi		
-	-		
tost	tost		
en	en		
luy	luï		
-	-		
mesme	mesme		
,	,		
je	je		
seray	seray		
indigne	indigne		
que	que		
la	le		
Fortune	Fortune		
fasse	faire		
jamais	jamais		
rien	rien		
pour	pour		
moy	moy		
,	,		
&	je		
vingt	vingt		
mille	mille		
francs	franc		
accommoderont	accommoder		
bien	bien		
mes	mon		
affaires	affaire		
.	.		
Il	il		
fit	faire		
alors	alors		
dans	dans		
sa	son		
teste	teste		
un	un		
memoire	memoire		
de	de		
toutes	tout		
les	le		
choses	chose		
à	à		
quoy	quoy		
il	il		
employeroit	employer		
ces	ce		
vingt	vingt		
mille	mille		
livres	livre		
.	.		
Il	il		
en	en		
paya	payer		
peu	peu		
de	de		
debtes	debte		
,	,		
mais	mais		
en	en		
récompense	récompenser		
il	il		
se	se		
fit	faire		
une	un		
Caleche	Caleche		
&	_		
des	de_le		
Habits	habit		
bien	bien		
magnifiques	magnifique		
:	:		
Il	il		
en	en		
mit	mettre		
beaucoup	beaucoup		
en	en		
Point	Point		
,	,		
&	ê		
habilla	habiller		
son	son		
Train	Train		
des	de_le		
plus	plus		
belles	beau		
Livrées	Livrée		
du	de_le		
Monde	Monde		
;	;		
&	avoir		
sur	sur		
cet	ce		
ajustement	ajustement		
il	il		
se	se		
tint	tenir		
seûr	seûr		
de	de		
la	le		
conqueste	conqueste		
du	de_le		
cœur	cuur		
d’une	déun		
douzaine	douzaine		
de	de		
ces	ce		
Femmes	femme		
qui	qui		
n’aiment	naîmer		
que	que		
les	le		
Gens	Gens		
du	de_le		
bel	beau		
air	air		
,	,		
qui	qui		
se	se		
rendent	rendre		
à	à		
l’éclat	leéclat		
plutost	plutost		
qu’au	queau		
mérite	mérite		
,	,		
&	je		
qui	qui		
croyent	croire		
que	que		
l’on	lire		
ne	ne		
peut	pouvoir		
estre	estre		
honneste	honneste		
Homme	homme		
avec	avec		
un	un		
ajustement	ajustement		
modeste	modeste		
&	T		
un	un		
train	train		
;	;		
mediocre	mediocre		
.	.		
Les	le		
vingt	vingt		
mille	mille		
livres	livre		
ainsi	ainsi		
distribuées	distribuer		
dans	dans		
la	le		
teste	teste		
de	de		
Cleonte	Cleonte		
,	,		
il	il		
prit	prendre		
le	le		
Collier	Collier		
;	;		
mais	mais		
il	il		
n’en	naître		
fut	être		
pas	pas		
plutost	plutost		
maistre	maistre		
,	,		
qu’il	queil		
sentit	sentir		
un	un		
tremblement	tremblement		
par	par		
tout	tout		
son	son		
corps	corps		
;	;		
&	je		
la	le		
peur	peur		
d’en	deen		
estre	estre		
trouvé	trouver		
saisi	saisir		
l’ayant	lire		
pris	prendre		
,	,		
il	il		
résolut	résoudre		
de	de		
le	il		
remettre	remettre		
.	.		
Il	il		
estoit	estoit		
sur	sur		
le	le		
point	point		
de	de		
faire	faire		
ce	ce		
que	que		
ce	ce		
repentir	repentir		
secret	secret		
luy	luy		
conseilloit	conseiller		
,	,		
lors	lors		
qu’il	queil		
s’avisa	saviser		
d’avaler	dlévoir		
ce	ce		
Collier	Collier		
qui	qui		
estoit	estoit		
de	de		
trente	trente		
-	-		
deux	deux		
perles	perle		
.	.		
C’estoit	ceester		
assez	assez		
d’affaire	déaffaire		
,	,		
mais	mais		
le	le		
desir	désir		
d’avoir	deavoir		
de	de		
l’argent	leargent		
l’en	leen		
fit	faire		
venir	venir		
à	à		
bout	bout		
.	.		
Quand	quand		
il	il		
eut	avoir		
avalé	avaler		
la	le		
derniere	dernier		
perle	perle		
,	,		
il	il		
se	se		
trouva	trouver		
embarassé	embarasser		
du	de_le		
ruban	ruban		
;	;		
il	il		
rêva	rêver		
quelque	quelque		
temps	temps		
à	à		
ce	ce		
qu’il	queil		
en	en		
devoit	devoir		
faire	faire		
,	,		
puis	puis		
il	il		
s’avisa	saviser		
de	de		
le	il		
couper	couper		
,	,		
ce	ce		
qu’il	queil		
fit	faire		
en	en		
morceaux	morceau		
si	si		
menus	menu		
,	,		
qu’ils	queil		
estoient	estoyer		
imperceptibles	imperceptible		
.	.		
Comme	comme		
il	il		
falut	falloir		
beaucoup	beaucoup		
de	de		
temps	temps		
pour	pour		
toutes	tout		
ces	ce		
choses	chose		
,	,		
il	il		
est	être		
aisé	aisé		
de	de		
s’imaginer	séimaginer		
que	que		
Belise	Belise		
s’éveilla	saéveiller		
bien	bien		
-	-		
tost	tost		
apres	apres		
.	.		
Elle	il		
demanda	demander		
aussi	aussi		
-	-		
tost	tost		
son	son		
Collier	Collier		
.	.		
Cleonte	Cleonte		
se	se		
defendit	defendre		
de	de		
l’avoir	léavoir		
pris	prendre		
.	.		
Elle	il		
crût	croire		
qu’il	queil		
avoit	avoir		
dessein	dessein		
de	de		
le	il		
luy	luy		
faire	faire		
chercher	chercher		
,	,		
&	avoir		
tourna	tourner		
d’abord	dlabord		
la	le		
chose	chose		
fort	fort		
galamment	galamment		
;	;		
mais	mais		
elle	il		
fut	être		
bien	bien		
surprise	surprise		
,	,		
lors	lors		
qu’elle	quelle		
vit	vivre		
qu’il	queil		
se	se		
defendoit	defendre		
avec	avec		
tout	tout		
le	le		
sérieux	sérieux		
d’un	déun		
Homme	homme		
qui	qui		
veut	vouloir		
faire	faire		
croire	croire		
que	que		
ce	ce		
qu’il	queil		
dit	dire		
est	être		
veritable	veritable		
.	.		
Si	si		
vous	vous		
voulez	vouloir		
,	,		
luy	luire		
dit	dire		
-	-		
il	il		
,	,		
me	je		
faire	faire		
donner	donner		
un	un		
autre	autre		
Habit	Habit		
,	,		
je	je		
le	il		
mettray	mettraire		
en	en		
presence	presence		
de	de		
ceux	celui		
que	que		
vous	vous		
ordonnerez	ordonner		
,	,		
&	joir		
je	je		
laisseray	laisser		
le	le		
mien	mien		
;	;		
je	je		
me	je		
dépoüilleray	dépoüiller		
tout	tout		
nud	nud		
;	;		
&	je		
je	je		
changeray	changer		
mesme	mesmettre		
de	de		
linge	linge		
.	.		
Belise	Belise		
se	se		
trouva	trouver		
dans	dans		
un	un		
embaras	embaras		
inconcevable	inconcevable		
:	:		
Elle	il		
estoit	estoit		
assurée	assurer		
qu’elle	quelle		
avoit	avoir		
son	son		
Collier	Collier		
avant	avant		
que	que		
de	de		
s’endormir	sondormir		
,	,		
&	je		
Cleonte	Cleonte		
estoit	estoit		
le	le		
seul	seul		
qui	qui		
fut	être		
entré	entrer		
dans	dans		
sa	son		
Chambre	Chambre		
,	,		
&	ê		
cependant	cependant		
son	son		
Colier	Colier		
ne	ne		
se	se		
trouvoit	trouver		
point	point		
,	,		
quoy	quoy		
qu’elle	quelle		
eut	avoir		
fait	faire		
une	un		
recherche	recherche		
aussi	aussi		
exacte	exact		
que	que		
sa	son		
peine	peine		
estoit	estoit		
grande	grand		
.	.		
Cleonte	cleonte		
la	il		
pressa	presser		
de	de		
foüiller	foüiller		
dans	dans		
ses	son		
poches	poche		
:	:		
Elle	il		
crût	croire		
que	que		
puis	puis		
qu’il	queil		
l’en	leen		
pressoit	presser		
tant	tant		
,	,		
qu’elle	quelle		
l’y	le_le		
trouveroit	trouver		
,	,		
&	je		
qu’il	queil		
n’avoit	navoir		
voulu	vouloir		
que	que		
l’embarasser	lner		
;	;		
ce	ce		
qui	qui		
fut	être		
cause	cause		
qu’elle	quelle		
se	se		
résolut	résoudre		
de	de		
le	il		
satisfaire	satisfaire		
:	:		
mais	mais		
justement	justement		
dans	dans		
le	le		
temps	temps		
qu’elle	quelle		
y	y		
mettoit	mettre		
la	le		
main	main		
,	,		
Clidamant	Clidamant		
entra	entrer		
dans	dans		
la	le		
Chambre	Chambre		
,	,		
&	ê		
crût	crûndre		
qu’elle	quelle		
l’embrassoit	leembrassoit		
.	.		
Ce	ce		
Clidamant	Clidamant		
avoit	avoir		
le	le		
privilege	privilege		
qu’ont	quer		
tous	tout		
les	le		
Amans	Amans		
,	,		
que	que		
l’on	lire		
nomme	nommer		
les	le		
Tenans	tenant		
;	;		
il	il		
entroit	entrer		
de	de		
plein	plein		
pied	pied		
,	,		
sans	sans		
faire	faire		
dire	dire		
qu’il	queil		
estoit	estoit		
à	à		
la	le		
porte	porte		
.	.		
Vous	vous		
ne	ne		
vous	vous		
étonnerez	étonner		
pas	pas		
apres	apre		
cela	cela		
,	,		
Madame	madame		
,	,		
d’aprendre	dlaprendre		
qu’il	queil		
fit	faire		
tout	tout		
ce	ce		
que	que		
les	le		
Jaloux	Jaloux		
emportez	emporter		
ont	avoir		
coûtume	coûtume		
de	de		
faire	faire		
quand	quand		
ils	il		
croyent	croire		
qu’on	queon		
leur	leur		
manque	manque		
de	de		
foy	foy		
:	:		
Il	il		
ne	ne		
pût	pouvoir		
retenir	retenir		
ses	son		
transports	transport		
;	;		
Cleonte	Cleonte		
en	en		
fut	être		
ravy	ravyr		
,	,		
au	à_le		
lieu	lieu		
d’en	déen		
paroistre	paroistre		
affligé	affliger		
:	:		
il	il		
crût	croire		
que	que		
ce	ce		
bruit	bruit		
feroit	faire		
cesser	cesser		
de	de		
parler	parler		
du	de_le		
Collier	Collier		
;	;		
&	ê		
comme	comme		
il	il		
avoit	avoir		
de	de		
la	le		
bravoure	bravoure		
(	(		
car	car		
pour	pour		
du	de_le		
cœur	cuur		
on	on		
ne	ne		
peut	pouvoir		
dire	dire		
qu’il	queil		
en	en		
eut	avoir		
apres	apre		
les	le		
trente	trente		
-	-		
deux	deux		
pilulles	pilulles		
qu’il	queil		
avoit	avoir		
avalées	avaler		
)	)		
il	il		
dit	dire		
à	à		
Clidamant	Clidamant		
qu’il	queil		
l’alloit	lire		
attendre	attendre		
dehors	dehors		
pour	pour		
vuider	vuider		
leur	leur		
differend	differend		
.	.		
Ce	ce		
Jaloux	Jaloux		
se	se		
preparoit	preparer		
à	à		
le	il		
suivre	suivre		
,	,		
lors	lors		
que	que		
Belise	Belise		
les	il		
arresta	arrester		
tous	tout		
deux	deux		
,	,		
&	je		
raconta	raconter		
l’avanture	liavanture		
qui	qui		
venoit	venir		
d’arriver	dlaver		
.	.		
Clidamant	clidamer		
la	il		
trouva	trouver		
si	si		
extraordinaire	extraordinaire		
,	,		
qu’il	queil		
n’y	noy		
pût	pouvoir		
d’abord	dlabord		
adjoûter	adjoûter		
foy	foy		
,	,		
&	je		
sa	son		
jalousie	jalousie		
fut	être		
cause	cause		
qu’il	queil		
se	se		
résolut	résoudre		
de	de		
mettre	mettre		
tout	tout		
en	en		
usage	usage		
pour	pour		
découvrir	découvrir		
si	si		
Belise	Belise		
luy	luy		
avoit	avoir		
dit	dire		
vray	vray		
.	.		
Il	il		
rêvoit	rêver		
aux	à_le		
moyens	moyen		
de	de		
venir	venir		
à	à		
bout	bout		
de	de		
son	son		
dessein	dessein		
,	,		
lors	lors		
que	que		
deux	deux		
ou	ou		
trois	trois		
Amis	ami		
de	de		
cette	ce		
Belle	belle		
affligée	affliger		
,	,		
&	ê		
qui	qui		
l’estoient	lire		
aussi	aussi		
de	de		
Clidamant	Clidamant		
,	,		
entrerent	entrerer		
dans	dans		
la	le		
Chambre	Chambre		
.	.		
Ils	il		
n’y	naî		
furent	être		
pas	pas		
longtemps	longtemps		
sans	sans		
apprendre	apprendre		
ce	ce		
qui	qui		
venoit	venoir		
d’arriver	dlarriver		
:	:		
Leur	leur		
étonnement	étonnement		
fut	être		
grand	grand		
,	,		
mais	mais		
il	il		
le	il		
fut	être		
encore	encore		
plus	plus		
lors	lors		
qu’ils	queil		
virent	virer		
que	que		
rien	rien		
ne	ne		
pouvoit	pouvoir		
faire	faire		
dire	dire		
à	à		
Cleonte	Cleonte		
ce	ce		
qu’estoit	quer		
devenu	devenir		
le	le		
Collier	Collier		
.	.		
Les	le		
prieres	priere		
&	U		
les	le		
menaces	menace		
furent	être		
employées	employer		
,	,		
mais	mais		
ce	ce		
fut	être		
toûjours	toûjours		
inutilement	inutilement		
,	,		
&	ê		
l’apresdînée	liapresdîner		
se	se		
passa	passer		
sans	sans		
qu’on	queon		
pût	pouvoir		
rien	rien		
découvrir	découvrir		
.	.		
Le	le		
dépit	dépit		
que	que		
Belise	Belise		
avoit	avoir		
de	de		
la	le		
perte	perte		
de	de		
son	son		
Collier	Collier		
augmenta	augmenter		
à	à		
mesure	mesure		
qu’elle	quelle		
perdit	perdre		
l’esperance	lire		
de	de		
le	il		
revoir	revoir		
;	;		
ce	ce		
qui	qui		
fut	être		
cause	cause		
qu’elle	quelle		
assura	assurer		
que	que		
Cleonte	Cleonte		
l’avait	leavaire		
volé	voler		
,	,		
&	je		
que	que		
c’estoit	ceestoit		
luy	luïr		
qui	qui		
l’avoit	lire		
mis	mettre		
où	où		
il	il		
estoit	estoit		
;	;		
qu’il	queil		
falloit	falloir		
ou	ou		
qu’il	queil		
l’eut	leeut		
caché	cacher		
,	,		
ou	ou		
qu’il	queil		
l’eut	leeut		
jetté	jetter		
à	à		
quelqu’un	quelqu'un		
par	par		
la	le		
fenestre	fenestre		
.	.		
La	le		
maniere	manière		
dont	dont		
Belise	Belise		
parla	parler		
,	,		
fit	faire		
croire	croire		
à	à		
ces	ce		
Messieurs	monsieur		
qu’il	queil		
estoit	estoit		
vray	vray		
;	;		
ce	ce		
qui	qui		
les	il		
obligea	obliger		
quand	quand		
la	le		
nuit	nuit		
fut	être		
tout	tout		
-	-		
à	à		
-	-		
fait	faire		
venuë	venir		
,	,		
d’envoyer	dlevoyer		
quérir	quérir		
un	un		
Sac	Sac		
.	.		
Ils	il		
ne	ne		
l’eurent	lire		
pas	pas		
plutost	plutost		
,	,		
qu’ils	queils		
prirent	prendre		
Cleonte	Cleonte		
à	à		
quatre	quatre		
,	,		
&	je		
se	se		
mirent	mettre		
par	par		
force	force		
dedans	dedans		
;	;		
&	ê		
l’ayant	laayer		
bien	bien		
lié	lier		
,	,		
il	il		
se	se		
porterent	porter		
sur	sur		
la	le		
fenestre	fenestre		
.	.		
Cette	ce		
fenestre	fenestre		
estoit	estoire		
au	à_le		
second	second		
étage	étage		
,	,		
&	ê		
donnoit	donner		
dans	dans		
une	un		
Court	Court		
remplie	remplir		
de	de		
pierre	pierre		
de	de		
taille	taille		
,	,		
parce	parce		
que	que		
on	on		
y	y		
bâtissoit	bâtir		
.	.		
Dés	dé		
qu’il	queil		
fut	être		
sur	sur		
cette	ce		
fenestre	fenestre		
,	,		
ils	il		
le	il		
menacerent	menacer		
de	de		
le	il		
jetter	jeter		
en	en		
bas	bas		
,	,		
s’il	sail		
n’avoüoit	navoüoit		
ce	ce		
qu’il	queil		
avoit	avoir		
fait	faire		
du	de_le		
Collier	Collier		
.	.		
Ils	il		
luy	luy		
firent	faire		
tant	tant		
de	de		
peur	peur		
,	,		
qu’il	queil		
demeura	demeurer		
d’accord	dlaccord		
qu’il	queil		
l’avoit	lire		
.	.		
Il	il		
promit	promettre		
de	de		
le	il		
rendre	rendre		
,	,		
mais	mais		
il	il		
demanda	demander		
du	de_le		
temps	temps		
:	:		
on	on		
luy	luy		
en	en		
donna	donner		
,	,		
mais	mais		
ce	ce		
ne	ne		
fut	être		
qu’à	queà		
condition	condition		
qu’il	queil		
diroit	dire		
ce	ce		
qu’il	queil		
en	en		
avoit	avoir		
fait	faire		
.	.		
Il	il		
s’en	saen		
défendit	défendre		
quelque	quelque		
temps	temps		
;	;		
mais	mais		
se	se		
voyant	voir		
pressé	presser		
de	de		
trop	trop		
près	près		
,	,		
il	il		
avoüa	avoüer		
la	le		
vérité	vérité		
.	.		
On	on		
le	il		
mit	mettre		
au	à_le		
mesme	mesme		
instant	instant		
hors	hors		
du	de_le		
Sac	Sac		
;	;		
on	on		
le	il		
deshabilla	deshabiller		
malgré	malgré		
luy	luy		
,	,		
&	je		
on	on		
le	il		
coucha	coucher		
dans	dans		
un	un		
Lit	Lit		
magnifique	magnifique		
.	.		
Un	un		
de	de		
ces	ce		
Meilleurs	Meilleurs		
se	se		
donna	donner		
apres	apre		
la	le		
peine	peine		
d’aller	dlaller		
quérir	quérir		
une	un		
Medecine	Medecine		
;	;		
il	il		
eut	avoir		
soin	soin		
qu’elle	quelle		
fut	être		
tres	tre		
-	-		
forte	fort		
,	,		
&	le		
l’opération	leopération		
qu’elle	quelle		
fit	faire		
le	il		
va	aller		
bien	bien		
faire	faire		
connoistre	connaistre		
.	.		
Cleonte	Cleonte		
resista	resister		
longtemps	longtemps		
avant	avant		
que	que		
de	de		
la	il		
prendre	prendre		
;	;		
mais	mais		
à	à		
la	le		
fin	fin		
il	il		
s’y	s		
résolut	résoudre		
,	,		
de	de		
peur	peur		
de	de		
scandale	scandale		
;	;		
car	car		
on	on		
le	il		
menaça	menacer		
de	de		
le	il		
mener	mener		
en	en		
prison	prison		
,	,		
s’il	sas		
ne	ne		
la	il		
prenoit	prendre		
,	,		
&	être		
de	de		
publier	publier		
par	par		
tout	tout		
qu’il	queil		
estoit	estoit		
un	un		
Voleur	Voleur		
.	.		
Ses	son		
tranchées	tranchée		
furent	être		
grandes	grand		
,	,		
&	je		
il	il		
souffroit	souffrir		
beaucoup	beaucoup		
,	,		
mais	mais		
enfin	enfin		
il	il		
rendit	rendre		
à	à		
plusieurs	plusieurs		
fois	fois		
trente	trente		
-	-		
une	un		
perles	perle		
:	:		
Il	il		
en	en		
restoit	rester		
une	un		
,	,		
il	il		
offrit	offrir		
de	de		
la	il		
payer	payer		
plus	plus		
qu’elle	quelle		
ne	ne		
valoit	valoir		
;	;		
mais	mais		
Clidamant	Clidamant		
voulut	vouloir		
qu’il	queil		
prit	prendre		
encor	encore		
une	un		
Medecine	Medecine		
:	:		
Elle	il		
le	il		
fit	faire		
beaucoup	beaucoup		
souffrir	souffrir		
avant	avant		
que	que		
de	de		
luy	luy		
faite	faire		
rendre	rendre		
la	le		
trente	trente		
-	-		
deuxiéme	deuxiéme		
perle	perle		
;	;		
mais	mais		
enfin	enfin		
elle	il		
vint	venir		
,	,		
&	ê		
l’on	lire		
donna	donner		
congé	congé		
à	à		
ce	ce		
pauvre	pauvre		
infortuné	infortuné		
.	.		
Il	il		
s’en	savoir		
retourna	retourner		
purgé	purger		
pour	pour		
sa	son		
vie	vie		
,	,		
&	je		
plus	plus		
abattu	abattu		
qu’il	queil		
n’auroit	naîroit		
esté	esté		
apres	apres		
une	un		
maladie	maladie		
de	de		
six	six		
mois	mois		
.	.		
Voila	voiler		
,	,		
Madame	madame		
,	,		
une	un		
Avanture	Avanture		
arrivée	arriver		
depuis	depuis		
quelques	quelque		
jours	jour		
,	,		
&	ê		
qui	qui		
n’est	naître		
encor	encore		
connue	connaître		
que	que		
de	de		
tres	tre		
-	-		
peu	peu		
de	de		
personnes	personne		
:	:		
Elle	il		
a	avoir		
quelque	quelque		
chose	chose		
de	de		
si	si		
nouveau	nouveau		
,	,		
que	que		
je	je		
ne	ne		
croy	croire		
pas	pas		
que	que		
vous	vous		
ayez	avoir		
jamais	jamais		
rien	rien		
lû	là		
de	de		
semblable	semblable		
.	.		
Passons	passer		
à	à		
des	un		
nouvelles	nouvelle		
qui	qui		
sont	être		
plus	plus		
publiques	public		
.	.		
_____	______		
Honneurs	Honneurs		
rendus	rendre		
à	à		
la	le		
mémoire	mémoire		
de	de		
feüe	feue		
Madame	madame		
de	de		
Montausier	Montausier		
Quoy	Quoy		
que	que		
mon	mon		
dessein	dessein		
ne	ne		
soit	être		
pas	pas		
de	de		
vous	vous		
entretenir	entretenir		
toûjours	toûjour		
des	un		
honneurs	honneur		
funebres	funebre		
que	que		
l’on	lire		
rendra	rendre		
à	à		
ceux	celui		
qui	qui		
seront	être		
d’une	déune		
naissance	naissance		
assez	assez		
illustre	illustre		
pour	pour		
obliger	obliger		
la	le		
Gazette	Gazette		
à	à		
nous	nous		
en	en		
parler	parler		
,	,		
&	ê		
que	que		
je	je		
ne	ne		
veuille	vouloir		
pas	pas		
vous	vous		
fatiguer	fatiguer		
par	par		
la	le		
lecture	lecture		
des	de_le		
nouvelles	nouvelle		
publiques	public		
qui	qui		
n’auront	naîront		
rien	rien		
d’extraordinaire	dextraordinaire		
,	,		
je	je		
ne	ne		
laisseray	laisser		
pas	pas		
de	de		
vous	vous		
faire	faire		
remarquer	remarquer		
ce	ce		
qu’il	queil		
y	y		
aura	avoir		
de	un		
nouveau	nouveau		
dans	dans		
celles	celui		
qu’il	queil		
semblera	sembler		
que	que		
je	je		
devrois	devoir		
passer	passer		
sous	sous		
silence	silence		
,	,		
à	à		
cause	cause		
du	de_le		
peu	peu		
de	de		
plaisir	plaisir		
que	que		
la	le		
lecture	lecture		
en	en		
donne	donner		
.	.		
Je	je		
croy	croire		
que	que		
la	le		
nouvelle	nouvelle		
du	de_le		
Service	Service		
fait	faire		
à	à		
Roüen	Roüen		
pour	pour		
feüe	feue		
Madame	madame		
de	de		
Montausier	Montausier		
est	être		
de	de		
ce	ce		
nombre	nombre		
,	,		
&	je		
que	que		
pouvant	pouvoir		
aisément	aisément		
estre	estre		
devinée	deviner		
,	,		
(	(		
parce	parce		
que	que		
c’est	ceest		
la	le		
coûtume	coûtume		
de	de		
rendre	rendre		
des	un		
devoirs	devoir		
funebres	funebre		
aux	à_le		
Morts	Morts		
)	)		
je	je		
ne	ne		
devrois	devoir		
point	point		
parler	parler		
.	.		
Cependant	cependant		
le	le		
merite	merite		
extraordinaire	extraordinaire		
de	de		
cette	ce		
Illustre	Illustre		
Defunte	Defunte		
,	,		
&	je		
l’estime	lirtime		
particuliere	particuliere		
que	que		
Monsieur	monsieur		
Pelot	Pelot		
Premier	Premier		
President	President		
du	de_le		
Parlement	Parlement		
de	de		
Roüen	Roüen		
en	en		
faisoit	faire		
,	,		
ont	avoir		
esté	esté		
cause	cause		
que	que		
ces	ce		
tristes	triste		
honneurs	honneur		
ont	avoir		
esté	ester		
accompagnez	accompagner		
de	de		
circonstances	circonstance		
dignes	digne		
d’estre	déestre		
remarquées	remarquer		
;	;		
&	ê		
que	que		
contre	contre		
l’usage	léusage		
de	de		
cette	ce		
Illustre	Illustre		
et	et		
Celebre	Celebre		
compagnie	compagnie		
,	,		
d’aller	daaller		
en	en		
Corps	Corps		
à	à		
de	un		
pareilles	pareil		
Cerémonies	Cerémonies		
,	,		
elle	il		
a	avoir		
bien	bien		
voulu	vouloir		
faire	faire		
quelque	quelque		
chose	chose		
d’extraordinaire	dextraordinaire		
pour	pour		
honorer	honorer		
la	le		
memoire	memoire		
d’une	déune		
Personne	Personne		
aussi	aussi		
recommandable	recommandable		
par	par		
son	son		
merite	merite		
que	que		
feüe	feur		
Madame	madame		
de	de		
Montausier	Montausier		
.	.		
_____	______		
Éloge	Éloge		
de	de		
Monsieur	monsieur		
l’Abbé	liabber		
de	de		
Noailles	Noailles		
Je	je		
ne	ne		
sçais	sçais		
si	si		
je	je		
vous	vous		
dois	devoir		
mander	mander		
que	que		
Mr	monsieur		
l’Abbé	liabbé		
de	de		
Noailles	Noailles		
fit	faire		
dernierement	dernierement		
paroistre	paroistre		
son	son		
Esprit	Esprit		
en	en		
Sorbonne	Sorbonne		
,	,		
&	je		
qu’il	queil		
étonna	étonner		
tous	tout		
les	le		
vieux	vieux		
docteurs	docteur		
.	.		
Vous	vous		
direz	dire		
sans	sans		
doute	doute		
en	en		
lisant	lire		
cette	ce		
nouvelle	nouvelle		
,	,		
que	que		
si	si		
je	je		
vous	vous		
parle	parler		
de	de		
tous	tout		
ceux	celui		
qui	qui		
soûtiendront	soûtenir		
des	un		
Theses	Theses		
,	,		
je	je		
grossiray	grossir		
mes	mon		
Lettres	Lettres		
de	de		
nouvelles	nouveau		
peu	peu		
curieuses	curieux		
:	:		
mais	mais		
quand	quand		
